Id,Time[ns],Parallel: Items
1041,925434500.00,00
1042,925436000.00,CC
1043,925437600.00,00
1044,925438800.00,CD
1045,925440400.00,00
1046,925441900.00,CE
1047,925443500.00,00
1048,925445000.00,CF
1049,925446600.00,00
1050,925448100.00,D0
1051,925449700.00,00
1052,925451200.00,D1
1053,925452800.00,00
1054,925454300.00,D2
1055,925455650.00,00
1056,925457150.00,D3
1057,925458750.00,00
1058,925460250.00,D4
1059,925461500.00,00
1060,925463000.00,D5
1061,925464500.00,00
1062,925466000.00,D6
1063,925467550.00,00
1064,925469050.00,D7
1065,925470650.00,00
1066,925472150.00,D8
1067,925473700.00,00
1068,925475150.00,D9
1069,925476750.00,00
1070,925478250.00,DA
1071,925479850.00,00
1072,925481350.00,DB
1073,925482950.00,00
1074,925484150.00,DC
1075,925485750.00,00
1076,925487250.00,DD
1077,925488850.00,00
1078,925490300.00,DE
1079,925491900.00,00
1080,925493400.00,DF
1081,925495000.00,00
1082,925496450.00,E0
1083,925498000.00,00
1084,925499500.00,E1
1085,925501100.00,00
1086,925502600.00,E2
1087,925504200.00,00
1088,925505700.00,E3
1089,925507000.00,00
1090,925508250.00,E4
1091,925509850.00,00
1092,925511350.00,E5
1093,925512650.00,00
1094,925514150.00,E6
1095,925515750.00,00
1096,925517250.00,E7
1097,925518850.00,00
1098,925520350.00,E8
1099,925521950.00,00
1100,925523450.00,E9
1101,925525050.00,00
1102,925526550.00,EA
1103,925528150.00,00
1104,925529650.00,EB
1105,925531150.00,00
1106,925532650.00,EC
1107,925534250.00,00
1108,925535750.00,ED
1109,925537350.00,00
1110,925538850.00,EE
1111,925540450.00,00
1112,925541850.00,EF
1113,925543450.00,00
1114,925544950.00,F0
1115,925546550.00,00
1116,925548050.00,F1
1117,925549650.00,00
1118,925551150.00,F2
1119,925552750.00,00
1120,925554200.00,F3
1121,925555800.00,00
1122,925557300.00,F4
1123,925558900.00,00
1124,925560400.00,F5
1125,925562000.00,00
1126,925563500.00,F6
1127,925564750.00,00
1128,925566250.00,F7
1129,925567850.00,00
1130,925569350.00,F8
1131,925570600.00,00
1132,925572100.00,F9
1133,925573700.00,00
1134,925575200.00,FA
1135,925576750.00,00
1136,925578250.00,FB
1137,925579850.00,00
1138,925581350.00,FC
1139,925582950.00,00
1140,925584450.00,FD
1141,925586050.00,00
1142,925587450.00,FE
1143,925589050.00,00
1144,925590550.00,FF
1145,925592150.00,00
1146,925596100.00,00
1147,962171300.00,14
1148,962171750.00,14
1149,997758300.00,14
1150,997758750.00,14
1151,1031119700.00,14
1152,1031120150.00,14
1153,1064078800.00,14
1154,1064079250.00,14
1155,1093567050.00,14
1156,1093567500.00,14
1157,1123084600.00,14
1158,1123085050.00,14
