Id,Time[ns],Parallel: Items
2087,11916128700.00,90000000
2088,11956949850.00,90000000
2089,11956950150.00,90000000
2090,11997841700.00,90000000
2091,11997842000.00,90000000
2092,12039146300.00,90000000
2093,12039146600.00,90000000
2094,12079939650.00,90000000
2095,12079939900.00,90000000
2096,12120856600.00,90000000
2097,12120856850.00,90000000
2098,12161928200.00,90000000
2099,12161928450.00,90000000
2100,12203026250.00,90000000
2101,12203026500.00,90000000
2102,12243896150.00,90000000
2103,12243896400.00,90000000
2104,12284980100.00,90000000
2105,12284980400.00,90000000
2106,12325881950.00,90000000
2107,12325882250.00,90000000
2108,12367007400.00,90000000
2109,12367007650.00,90000000
2110,12408081150.00,90000000
2111,12408081400.00,90000000
2112,12448966850.00,90000000
2113,12448967100.00,90000000
2114,12489962800.00,90000000
2115,12489963050.00,90000000
2116,12531166200.00,90000000
2117,12531166450.00,90000000
2118,12572005250.00,90000000
2119,12572005500.00,90000000
2120,12612977250.00,90000000
2121,12612977550.00,90000000
2122,12654056650.00,90000000
2123,12654056900.00,90000000
2124,12695063600.00,90000000
2125,12695063850.00,90000000
2126,12736023300.00,90000000
2127,12736023600.00,90000000
2128,12777093700.00,90000000
2129,12777093950.00,90000000
2130,12817960500.00,90000000
2131,12817960750.00,90000000
2132,12859067550.00,90000000
2133,12859067800.00,90000000
2134,12900145600.00,90000000
2135,12900145850.00,90000000
2136,12941069200.00,90000000
2137,12941069450.00,90000000
2138,12982296450.00,90000000
2139,12982296700.00,90000000
2140,13023286300.00,90000000
2141,13023286550.00,90000000
2142,13064201750.00,90000000
2143,13064202050.00,90000000
2144,13105141000.00,90000000
2145,13105141250.00,90000000
2146,13146387250.00,90000000
2147,13146387500.00,90000000
2148,13187292050.00,90000000
2149,13187292300.00,90000000
2150,13228241650.00,90000000
2151,13228241900.00,90000000
2152,13269306900.00,90000000
2153,13269307150.00,90000000
2154,13310449300.00,90000000
2155,13310449550.00,90000000
2156,13351360550.00,90000000
2157,13351360800.00,90000000
2158,13392441650.00,90000000
2159,13392441900.00,90000000
2160,13433475300.00,90000000
2161,13433475550.00,90000000
2162,13474609600.00,90000000
2163,13474609900.00,90000000
2164,13515710050.00,90000000
2165,13515710300.00,90000000
2166,13556756750.00,90000000
2167,13556757000.00,90000000
2168,13597962150.00,90000000
2169,13597962400.00,90000000
2170,13638943400.00,90000000
2171,13638943650.00,90000000
2172,13679907350.00,90000000
2173,13679907600.00,90000000
2174,13720817350.00,90000000
2175,13720817600.00,90000000
2176,13762059850.00,90000000
2177,13762060100.00,90000000
2178,13803088400.00,90000000
2179,13803088700.00,90000000
2180,13843924550.00,90000000
2181,13843924800.00,90000000
2182,13884969200.00,90000000
2183,13884969450.00,90000000
2184,13926141050.00,90000000
2185,13926141300.00,90000000
2186,13967042750.00,90000000
2187,13967043000.00,90000000
2188,14008120300.00,90000000
2189,14008120550.00,90000000
2190,14049463800.00,90000000
2191,14049464050.00,90000000
2192,14090195450.00,90000000
2193,14090195700.00,90000000
2194,14131254900.00,90000000
2195,14131255150.00,90000000
2196,14172246500.00,90000000
2197,14172246750.00,90000000
2198,14213305500.00,90000000
2199,14213305750.00,90000000
2200,14254358250.00,90000000
2201,14254358550.00,90000000
2202,14295357350.00,90000000
2203,14295357650.00,90000000
2204,14336102150.00,90000000
2205,14336102400.00,90000000
2206,14377188900.00,90000000
2207,14377189150.00,90000000
2208,14418184950.00,90000000
2209,14418185200.00,90000000
2210,14458877700.00,90000000
2211,14458878000.00,90000000
2212,14499587200.00,90000000
2213,14499587500.00,90000000
2214,14540416750.00,90000000
2215,14540417000.00,90000000
2216,14581340250.00,90000000
2217,14581340500.00,90000000
2218,14622307150.00,90000000
2219,14622307400.00,90000000
2220,14663418650.00,90000000
2221,14663418950.00,90000000
2222,14704337800.00,90000000
2223,14704338050.00,90000000
2224,14745500700.00,90000000
